doc_name,country,type_of_sentence,quote,action,public_evidence,client_evidence,due_diligence_level,entity_type,role,business_type
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,The client profile must include a record of the length of time the client has had an active relationship with the firm.,How long has the client had a relationship with the firm?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Document the rationale for any due diligence not completed on the client, this will require approval from the Money Laundering Reporting Officer or delegate.",Has an exemption been granted by the Money Laundering Reporting Officer or delegate for any missing due diligence?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Simplified Due Diligence can only be performed on clients incorporated in low risk countries.,Is the client incorporated in a low risk country?,Client's Commercial Register,,['Simplified Due Diligence'],"['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate if the client has links to construction. The client must be given a risk rating of high.,Is there any evidence the client has links to construction?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate if the client has links to pharmaceuticals and healthcare. The client must be given a risk rating of high.,Is there any evidence the client has links to pharmaceuticals and healthcare?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate if the client has links to public procurement. The client must be given a risk rating of high.,Is there any evidence the client has links to public procurement?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate if the client or beneficial owner has links to the Money Service Business sector. The client must be given a risk rating of high.,Is there any evidence the client has links to the Money Service Business sector?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate if the client or beneficial owner has links to the casino sector. The client must be given a risk rating of high.,Is there any evidence the client has links to the casino sector?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate where a member of the client's senior management is a Politically Exposed Person.,Is there any evidence a member of the client's senior management is a Politically Exposed Person?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Organisation Senior Management'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate where a member of the senior management of a client is a Politically Exposed Person or Relative or Close Associate and they have significant control over the client or a beneficial owner. The client must be given a risk rating of high.,Is there any evidence a member of the senior management of a client is a Politically Exposed Person or Relative or Close Associate and they have significant control over the client or a beneficial owner?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']","['Beneficial Owner', 'Organisation Senior Management']","['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
